jo"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","ADP","playerid"
"Sam Ryan","Blue Jays","0","0","7.47","0","0","0","1.0","1","1","0","0","1","2.00","4.33","6.72","7.42","0.0","0.0","999.0","sa3010627"
"Jason Bonilla","Giants","0","0","7.39","0","0","0","1.0","1","1","0","0","1","2.02","4.43","7.15","7.42","0.0","0.0","999.0","sa3009723"
"Graham Ashcraft","Reds","0","0","7.48","0","0","0","1.0","1","1","0","1","1","2.02","4.89","7.09","7.42","0.0","0.0","999.0","sa918274"
"Matthew Peguero","Rays","0","0","7.24","0","0","0","1.0","1","1","0","0","1","1.97","4.45","6.95","7.42","0.0","0.0","999.0","sa3003164"
"Anderson Mercedes","","0","0","7.16","0","0","0","1.0","1","1","0","1","1","2.08","4.67","8.04","7.42","0.0","0.0","999.0","sa3005711"
"Israel Puello","","0","0","7.35","0","0","0","1.0","1","1","0","1","1","1.99","5.14","7.23","7.42","0.0","0.0","999.0","sa3006113"
"Jordany Ventura","Mets","0","0","7.26","0","0","0","1.0","1","1","0","1","1","2.01","4.73","7.35","7.42","0.0","0.0","999.0","sa3008542"
"Nick Belzer","","0","0","7.33","0","0","0","1.0","1","1","0","1","1","1.98","4.56","6.84","7.42","0.0","0.0","999.0","sa1172214"
"Matt Givin","Marlins","0","0","7.41","0","0","0","1.0","1","1","0","0","1","2.03","4.36","7.31","7.42","0.0","0.0","999.0","sa3005229"
"Tyree Thompson","Rangers","0","0","7.40","0","0","0","1.0","1","1","0","1","1","1.91","4.63","6.09","7.42","0.0","0.0","999.0","sa918618"
"Jerming Rosario","Dodgers","0","0","7.30","0","0","0","1.0","1","1","0","1","1","1.97","4.53","6.79","7.42","0.0","0.0","999.0","sa3008678"
"Miguel Medrano","Reds","0","0","7.46","0","0","0","1.0","1","1","0","1","1","1.95","5.01","6.46","7.43","0.0","0.0","999.0","sa947763"
"Edgar Martinez","","0","0","7.40","0","0","0","1.0","1","1","0","0","1","2.01","3.89","6.74","7.43","0.0","0.0","999.0","sa919826"
"Andrew Budier","Dodgers","0","0","7.03","0","0","0","1.0","1","1","0","1","1","2.07","4.63","8.06","7.43","0.0","0.0","999.0","sa3006111"
"Blas Castano","Yankees","0","0","7.42","0","0","0","1.0","1","1","0","0","1","2.00","3.91","6.68","7.43","0.0","0.0","999.0","sa3006617"
"Junior Gonzalez","","0","0","7.40","0","0","0","1.0","1","1","0","0","1","1.96","4.28","6.46","7.43","0.0","0.0","999.0","sa828546"
"Jesus Chavez","Orioles","0","0","7.27","0","0","0","1.0","1","1","0","0","1","2.03","4.38","7.35","7.43","0.0","0.0","999.0","sa3009516"
"Jose Antonio Hernandez","","0","0","7.36","0","0","0","1.0","1","1","0","1","1","2.02","4.67","7.26","7.43","0.0","0.0","999.0","sa917239"
"Maiker Manuel","","0","0","7.39","0","0","0","1.0","1","1","0","1","1","1.98","4.67","6.86","7.43","0.0","0.0","999.0","sa3003068"
"Cristian Castro","Twins","0","0","7.41","0","0","0","1.0","1","1","0","1","1","2.06","4.83","7.79","7.43","0.0","0.0","999.0","sa917404"
"Luis D. Garcia","Indians","0","0","7.43","0","0","0","1.0","1","1","0","0","1","1.96","4.15","6.41","7.43","0.0","0.0","999.0","sa3002983"
"Yaifer Perdomo","Blue Jays","0","0","7.27","0","0","0","1.0","1","1","0","1","1","2.06","4.72","7.71","7.44","0.0","0.0","999.0","sa3009484"
"Martin Salazar","Reds","0","0","7.52","0","0","0","1.0","1","1","0","1","1","1.99","4.73","6.72","7.44","0.0","0.0","999.0","sa3009506"
"Rafael Tua","Dodgers","0","0","7.31","0","0","0","1.0","1","1","0","0","1","1.98","4.46","6.90","7.44","0.0","0.0","999.0","sa3008692"
"Jose Gonzalez","Rays","0","0","7.21","0","0","0","1.0","1","1","0","0","1","2.07","4.46","7.98","7.44","0.0","0.0","999.0","sa3009606"
"Freddery Paulino","Giants","0","0","7.39","0","0","0","1.0","1","1","0","0","1","2.00","4.13","7.06","7.44","0.0","0.0","999.0","sa3005881"
"Miguel Vargas","Yankees","0","0","7.24","0","0","0","1.0","1","1","0","1","1","2.08","4.60","7.93","7.45","0.0","0.0","999.0","sa3009487"
"Daniel Gonzalez","","0","0","7.08","0","0","0","1.0","1","1","0","1","1","2.08","5.03","8.47","7.45","0.0","0.0","999.0","sa3009482"
"Ronaldo Guzman","","0","0","7.13","0","0","0","1.0","1","1","0","1","1","2.03","5.93","8.08","7.45","0.0","0.0","999.0","sa3009621"
"Santiago Florez","Pirates","0","0","7.49","0","0","0","1.0","1","1","0","0","1","2.07","4.35","7.63","7.45","0.0","0.0","999.0","sa3003026"
"Breidy Encarnacion","Marlins","0","0","7.40","0","0","0","1.0","1","1","0","1","1","2.00","5.06","7.27","7.45","0.0","0.0","999.0","sa3009205"
"Nathanael Heredia","Cardinals","0","0","7.28","0","0","0","1.0","1","1","0","1","1","2.06","4.73","7.85","7.45","0.0","0.0","999.0","sa3009986"
"Roither Hernandez","Blue Jays","0","0","7.50","0","0","0","1.0","1","1","0","0","1","2.02","4.50","7.10","7.46","0.0","0.0","999.0","sa3004333"
"Diorys Guerrero","Cardinals","0","0","7.28","0","0","0","1.0","1","1","0","0","1","2.08","4.19","7.80","7.46","0.0","0.0","999.0","sa3009503"
"Harold Galindo","Dodgers","0","0","7.29","0","0","0","1.0","1","1","0","0","1","2.02","4.34","7.22","7.46","0.0","0.0","999.0","sa3007961"
"Joelvis Del Rosario","Pirates","0","0","7.45","0","0","0","1.0","1","1","0","0","1","2.03","4.24","7.14","7.46","0.0","0.0","999.0","sa3008486"
"Manuel Espinoza","Cubs","0","0","7.46","0","0","0","1.0","1","1","0","0","1","2.02","4.33","7.00","7.46","0.0","0.0","999.0","sa3010242"
"Edgar Manzo","Cardinals","0","0","7.49","0","0","0","1.0","1","1","0","0","1","2.03","4.25","7.08","7.47","0.0","0.0","999.0","sa3009638"
"Nate Peden","","0","0","7.41","0","0","0","1.0","1","1","0","0","1","2.06","4.29","7.46","7.47","0.0","0.0","999.0","sa3005017"
"Didier Vargas","Cubs","0","0","7.27","0","0","0","1.0","1","1","0","0","1","2.10","4.25","8.10","7.47","0.0","0.0","999.0","sa3002981"
"Wilkin Ramos","Pirates","0","0","7.50","0","0","0","1.0","1","1","0","0","1","2.07","4.37","7.66","7.47","0.0","0.0","999.0","sa3006487"
"Jose Moreno","Cardinals","0","0","7.45","0","0","0","1.0","1","1","0","0","1","2.04","3.95","7.16","7.47","0.0","0.0","999.0","sa3003113"
"Gustavo Andujar","Rays","0","0","7.33","0","0","0","1.0","1","1","0","0","1","2.00","4.33","7.16","7.47","0.0","0.0","999.0","sa3007863"
"Maycold Leon","Marlins","0","0","7.25","0","0","0","1.0","1","1","0","1","1","2.06","4.83","7.94","7.48","0.0","0.0","999.0","sa3008693"
"Adrian Mardueno","","0","0","7.47","0","0","0","1.0","1","1","0","1","1","1.94","4.64","6.35","7.48","0.0","0.0","999.0","sa1170287"
"Dominic Pipkin","Phillies","0","0","7.40","0","0","0","1.0","1","1","0","1","1","1.98","4.69","6.80","7.48","0.0","0.0","999.0","sa3007896"
"Jorge Garcia","Giants","0","0","7.45","0","0","0","1.0","1","1","0","0","1","1.99","4.30","6.77","7.48","0.0","0.0","999.0","sa3009229"
"Luis Peralta","Pirates","0","0","7.21","0","0","0","1.0","1","1","0","1","1","2.08","4.92","8.23","7.48","0.0","0.0","999.0","sa3005843"
"Eduar Segovia","Phillies","0","0","7.46","0","0","0","1.0","1","1","0","1","1","2.03","4.98","7.52","7.48","0.0","0.0","999.0","sa3008374"
"Yeury Gervacio","","0","0","7.27","0","0","0","1.0","1","1","0","1","1","2.05","4.62","7.75","7.49","0.0","0.0","999.0","sa3007468"
"Gerald Ogando","Diamondbacks","0","0","7.56","0","0","0","1.0","1","1","0","0","1","2.06","4.48","7.53","7.49","0.0","0.0","999.0","sa3005026"
"Moises Diaz","Cubs","0","0","7.50","0","0","0","1.0","1","1","0","0","1","2.01","3.92","6.79","7.49","0.0","0.0","999.0","sa3005464"
"Jhoan Cruz","Brewers","0","0","7.40","0","0","0","1.0","1","1","0","1","1","1.97","4.55","6.74","7.50","0.0","0.0","999.0","sa3006512"
"Rainiery Rodriguez","Braves","0","0","7.47","0","0","0","1.0","1","1","0","0","1","2.04","4.24","7.23","7.50","0.0","0.0","999.0","sa3007903"
"Donny Breek","","0","0","7.49","0","0","0","1.0","1","1","0","1","1","2.05","4.88","7.71","7.50","0.0","0.0","999.0","sa3007600"
"Aldry Acosta","","0","0","7.33","0","0","0","1.0","1","1","0","0","1","1.99","4.46","7.01","7.50","0.0","0.0","999.0","sa3002794"
"Francisco Justo","Cardinals","0","0","7.48","0","0","0","1.0","1","1","0","0","1","1.99","4.15","6.74","7.50","0.0","0.0","999.0","sa3007907"
"Juan Daniel Encarnacion","","0","0","7.49","0","0","0","1.0","1","1","0","0","1","2.04","4.44","7.31","7.51","0.0","0.0","999.0","sa3008697"
"Jeison Pena","","0","0","7.48","0","0","0","1.0","1","1","0","0","1","1.99","4.19","6.71","7.51","0.0","0.0","999.0","sa3005126"
"Edinson Diaz","","0","0","7.34","0","0","0","1.0","1","1","0","0","1","1.99","4.26","6.92","7.51","0.0","0.0","999.0","sa3008404"
"Jorge Ramos","Pirates","0","0","7.48","0","0","0","1.0","1","1","0","0","1","2.04","4.41","7.34","7.51","0.0","0.0","999.0","sa3009524"
"Marvin Brown","Giants","0","0","7.34","0","0","0","1.0","1","1","0","1","1","2.09","4.59","7.95","7.51","0.0","0.0","999.0","sa3009785"
"Reinys Portillo","Cardinals","0","0","7.52","0","0","0","1.0","1","1","0","0","1","2.01","4.29","6.99","7.51","0.0","0.0","999.0","sa3009227"
"Wes Noble","","0","0","7.48","0","0","0","1.0","1","1","0","1","1","2.00","4.86","7.15","7.52","0.0","0.0","999.0","sa3007739"
"Oscar Valenzuela","Royals","0","0","7.59","0","0","0","1.0","1","1","0","0","1","2.05","3.31","6.97","7.52","0.0","0.0","999.0","sa3007847"
"Angel Bastardo","Red Sox","0","0","7.51","0","0","0","1.0","1","1","0","0","1","2.01","4.28","6.98","7.52","0.0","0.0","999.0","sa3009716"
"Alberto Sojo","Cubs","0","0","7.54","0","0","0","1.0","1","1","0","0","1","1.99","4.50","6.82","7.52","0.0","0.0","999.0","sa3009466"
"Kevin Hernandez","","0","0","7.07","0","0","0","1.0","1","1","0","1","1","2.12","4.86","8.71","7.52","0.0","0.0","999.0","sa3008451"
"Luis Lopez","Marlins","0","0","7.51","0","0","0","1.0","1","1","0","0","1","2.04","4.16","7.15","7.52","0.0","0.0","999.0","sa3009714"
"Randy Vasquez","Yankees","0","0","7.51","0","0","0","1.0","1","1","0","1","1","2.03","4.71","7.36","7.52","0.0","0.0","999.0","sa3007933"
"Ray Castro","","0","0","7.53","0","0","0","1.0","1","1","0","1","1","1.98","4.81","6.89","7.53","0.0","0.0","999.0","sa918014"
"Alfredo Silva","","0","0","7.27","0","0","0","1.0","1","1","0","1","1","2.10","5.46","8.57","7.53","0.0","0.0","999.0","sa917885"
"Luciano De La Cruz","","0","0","7.34","0","0","0","1.0","1","1","0","0","1","2.04","4.39","7.54","7.53","0.0","0.0","999.0","sa3002618"
"Estalin Ortiz","Pirates","0","0","7.38","0","0","0","1.0","1","1","0","1","1","2.13","4.55","8.46","7.53","0.0","0.0","999.0","sa3006395"
"Jose Franco","Reds","0","0","7.58","0","0","0","1.0","1","1","0","1","1","2.01","4.93","7.06","7.53","0.0","0.0","999.0","sa3008714"
"Wilson Castillo","Rangers","0","0","7.56","0","0","0","1.0","1","1","0","1","1","1.99","4.67","6.88","7.53","0.0","0.0","999.0","sa3009239"
"Carlos Francisco","Phillies","0","0","7.51","0","0","0","1.0","1","1","0","1","1","1.98","4.94","6.81","7.53","0.0","0.0","999.0","sa3003153"
"Jhan Zambrano","Rangers","0","0","7.52","0","0","0","1.0","1","1","0","1","1","2.01","4.51","7.04","7.53","0.0","0.0","999.0","sa3009472"
"Jorge Cespedes","","0","0","7.50","0","0","0","1.0","1","1","0","0","1","2.06","4.46","7.48","7.53","0.0","0.0","999.0","sa658209"
"Rafmar Medina","Rangers","0","0","7.52","0","0","0","1.0","1","1","0","1","1","2.03","4.64","7.28","7.53","0.0","0.0","999.0","sa3009783"
"Matt Cleveland","","0","0","7.36","0","0","0","1.0","1","1","0","0","1","2.02","4.24","7.28","7.53","0.0","0.0","999.0","sa918273"
"Henry Medina","","0","0","7.41","0","0","0","1.0","1","1","0","0","1","1.95","3.97","6.31","7.54","0.0","0.0","999.0","sa916728"
"Nash Walters","","0","0","7.44","0","0","0","1.0","1","1","0","1","1","2.04","4.62","7.45","7.54","0.0","0.0","999.0","sa875001"
"Wilton Perez","Mariners","0","0","7.29","0","0","0","1.0","1","1","0","0","1","2.01","4.25","7.25","7.54","0.0","0.0","999.0","sa3009207"
"Dario Peralta","Royals","0","0","7.63","0","0","0","1.0","1","1","0","0","1","2.09","3.82","7.52","7.54","0.0","0.0","999.0","sa3008390"
"Carlos Mola","","0","0","7.36","0","0","0","1.0","1","1","0","1","1","1.96","4.76","6.66","7.54","0.0","0.0","999.0","sa3006411"
"Henry Gomez","Cardinals","0","0","7.56","0","0","0","1.0","1","1","0","0","1","2.03","3.82","6.98","7.54","0.0","0.0","999.0","sa3009993"
"Luis Florentino","Athletics","0","0","7.52","0","0","0","1.0","1","1","0","1","1","2.03","4.54","7.31","7.54","0.0","0.0","999.0","sa3009495"
"Nomar Rojas","Rays","0","0","7.40","0","0","0","1.0","1","1","0","0","1","2.03","4.23","7.41","7.55","0.0","0.0","999.0","sa3009742"
"Hector Acosta","","0","0","7.26","0","0","0","1.0","1","1","0","0","1","2.01","3.86","6.83","7.55","0.0","0.0","999.0","sa3003002"
"Yamil Castillo","Dodgers","0","0","7.42","0","0","0","1.0","1","1","0","1","1","1.97","4.51","6.79","7.55","0.0","0.0","999.0","sa3008549"
"Junior Guzman","Blue Jays","0","0","7.55","0","0","0","1.0","1","1","0","0","1","2.02","4.26","6.96","7.55","0.0","0.0","999.0","sa3005953"
"Sadrac Franco","Angels","0","0","7.54","0","0","0","1.0","1","1","0","1","1","2.05","4.57","7.37","7.55","0.0","0.0","999.0","sa3005073"
"Wilmer Ortega","Cardinals","0","0","7.56","0","0","0","1.0","1","1","0","0","1","2.02","3.94","6.95","7.55","0.0","0.0","999.0","sa3009788"
"Alfredo Raciel","Tigers","0","0","7.54","0","0","0","1.0","1","1","0","0","1","2.06","4.31","7.48","7.56","0.0","0.0","999.0","sa3009505"
"Emmanuel Quinones","Tigers","0","0","7.56","0","0","0","1.0","1","1","0","0","1","1.96","4.01","6.27","7.56","0.0","0.0","999.0","sa3005819"
"Connor Mayes","","0","0","7.56","0","0","0","1.0","1","1","0","0","1","1.99","4.19","6.68","7.56","0.0","0.0","999.0","sa3004205"
"Luis Pacheco","Phillies","0","0","7.52","0","0","0","1.0","1","1","0","1","1","2.06","4.71","7.65","7.56","0.0","0.0","999.0","sa3002678"
"Rael Santos","Diamondbacks","0","0","7.58","0","0","0","1.0","1","1","0","1","1","2.13","5.02","8.49","7.56","0.0","0.0","999.0","sa3006635"
"Blake Lillis","Brewers","0","0","7.32","0","0","0","1.0","1","1","0","0","1","2.04","4.16","7.39","7.57","0.0","0.0","999.0","sa918559"
"Hector Lopez","Orioles","0","0","7.55","0","0","0","1.0","1","1","0","1","1","2.04","4.62","7.45","7.57","0.0","0.0","999.0","sa3010803"
"Carlos Romero","Nationals","0","0","7.54","0","0","0","1.0","1","1","0","1","1","1.97","4.74","6.69","7.57","0.0","0.0","999.0","sa3003106"
"Theo McDowell","Rangers","0","0","7.53","0","0","0","1.0","1","1","0","1","1","2.04","4.93","7.56","7.57","0.0","0.0","999.0","sa3007809"
"Railin Perez","Red Sox","0","0","7.53","0","0","0","1.0","1","1","0","1","1","2.08","4.56","7.75","7.57","0.0","0.0","999.0","sa3009622"
"Gabriel Jackson","Red Sox","0","0","7.56","0","0","0","1.0","1","1","0","0","1","2.07","4.04","7.43","7.57","0.0","0.0","999.0","sa3009463"
"Juan De Los Santos","Orioles","0","0","7.59","0","0","0","1.0","1","1","0","0","1","2.03","4.31","7.10","7.57","0.0","0.0","999.0","sa3010808"
"Santiago Elizondo","Brewers","0","0","7.45","0","0","0","1.0","1","1","0","1","1","2.02","4.65","7.33","7.57","0.0","0.0","999.0","sa3005827"
"Carlos Gutierrez","Twins","0","0","7.57","0","0","0","1.0","1","1","0","1","1","2.07","4.64","7.75","7.58","0.0","0.0","999.0","sa3009226"
"Endry Manrique","","0","0","7.39","0","0","0","1.0","1","1","0","0","1","2.05","4.27","7.67","7.58","0.0","0.0","999.0","sa3006393"
"Raul Alcantara","Mariners","0","0","7.10","0","0","0","1.0","1","1","0","0","1","2.08","3.88","8.00","7.58","0.0","0.0","999.0","sa3005696"
"Wilberson Liendo","Phillies","0","0","7.51","0","0","0","1.0","1","1","0","1","1","2.05","4.74","7.65","7.59","0.0","0.0","999.0","sa3002688"
"Abismael Paulino","","0","0","7.57","0","0","0","1.0","1","1","0","0","1","1.99","3.95","6.62","7.59","0.0","0.0","999.0","sa3009231"
"Tyler Garbee","Reds","0","0","7.63","0","0","0","1.0","1","1","0","1","1","2.05","5.07","7.41","7.59","0.0","0.0","999.0","sa1170086"
"Abdiel Medina","Mariners","0","0","7.32","0","0","0","1.0","1","1","0","1","1","2.03","4.79","7.72","7.59","0.0","0.0","999.0","sa3009206"
"Bryar Johnson","","0","0","7.51","0","0","0","1.0","1","1","0","1","1","2.06","4.64","7.72","7.59","0.0","0.0","999.0","sa3004670"
"Jhordany Mezquita","","0","0","7.31","0","0","0","1.0","1","1","0","1","1","1.95","5.88","7.25","7.59","0.0","0.0","999.0","sa3004860"
"Benjamin Rodriguez","Cubs","0","0","7.60","0","0","0","1.0","1","1","0","0","1","2.03","4.07","7.15","7.59","0.0","0.0","999.0","sa3004962"
"Hendry Nunez","Tigers","0","0","7.54","0","0","0","1.0","1","1","0","1","1","2.06","4.86","7.77","7.59","0.0","0.0","999.0","sa3006585"
"Raul Hernandez","","0","0","7.66","0","0","0","1.0","1","1","0","1","1","2.02","5.65","7.41","7.59","0.0","0.0","999.0","sa3003168"
"Luis Ramos","","0","0","7.55","0","0","0","1.0","1","1","0","0","1","2.12","4.06","7.95","7.59","0.0","0.0","999.0","sa3006161"
"Jose Maldonado","Pirates","0","0","7.58","0","0","0","1.0","1","1","0","1","1","2.05","4.54","7.49","7.59","0.0","0.0","999.0","sa3008403"
"Sergio Morillo","Indians","0","0","7.59","0","0","0","1.0","1","1","0","0","1","2.06","4.43","7.44","7.59","0.0","0.0","999.0","sa3005196"
"Yordin Mateo","Twins","0","0","7.61","0","0","0","1.0","1","1","0","0","1","2.04","4.40","7.33","7.59","0.0","0.0","999.0","sa3005834"
"Mitchell Kilkenny","Rockies","0","0","7.76","0","0","0","1.0","1","1","0","0","1","2.03","4.19","6.79","7.59","0.0","0.0","999.0","sa3010119"
"Luis Ortiz","Pirates","0","0","7.62","0","0","0","1.0","1","1","0","0","1","2.05","4.20","7.24","7.59","0.0","0.0","999.0","sa1172057"
"Victor Munoz","Rays","0","0","7.45","0","0","0","1.0","1","1","0","0","1","2.05","4.50","7.72","7.60","0.0","0.0","999.0","sa3006381"
"Juan Gomez","","0","0","7.49","0","0","0","1.0","1","1","0","0","1","2.00","4.28","6.94","7.60","0.0","0.0","999.0","sa3002821"
"Carlos Sanchez","","0","0","7.68","0","0","0","1.0","1","1","0","0","1","2.12","3.83","7.87","7.60","0.0","0.0","999.0","sa3002975"
"Yordy Richard","Cardinals","0","0","7.57","0","0","0","1.0","1","1","0","0","1","2.08","4.22","7.62","7.60","0.0","0.0","999.0","sa3009755"
"Rafael Martinez","Giants","0","0","7.58","0","0","0","1.0","1","1","0","0","1","2.07","4.44","7.62","7.60","0.0","0.0","999.0","sa3008554"
"Carlos Ocampo","Cubs","0","0","7.63","0","0","0","1.0","1","1","0","1","1","2.10","4.51","7.95","7.60","0.0","0.0","999.0","sa917771"
"Kevin Gowdy","Phillies","0","0","7.55","0","0","0","1.0","1","1","0","1","1","1.99","4.89","6.92","7.60","0.0","0.0","999.0","sa917928"
"Miguel Cordones","Indians","0","0","7.59","0","0","0","1.0","1","1","0","0","1","2.06","4.24","7.39","7.61","0.0","0.0","999.0","sa3009493"
"Luis Castillo","Giants","0","0","7.44","0","0","0","1.0","1","1","0","1","1","2.10","4.54","8.03","7.61","0.0","0.0","999.0","sa3009474"
"Reibyn Corona","Braves","0","0","7.65","0","0","0","1.0","1","1","0","0","1","2.08","4.27","7.56","7.61","0.0","0.0","999.0","sa3009521"
"Oscar Castaneda","Brewers","0","0","7.52","0","0","0","1.0","1","1","0","0","1","2.02","4.32","7.09","7.61","0.0","0.0","999.0","sa3009601"
"Leonardo Pestana","Yankees","0","0","7.57","0","0","0","1.0","1","1","0","1","1","2.05","5.19","7.82","7.61","0.0","0.0","999.0","sa3005456"
"Miguel Vinicio","Indians","0","0","7.56","0","0","0","1.0","1","1","0","1","1","2.06","4.63","7.54","7.61","0.0","0.0","999.0","sa3008164"
"Yonson Guerrero","","0","0","7.54","0","0","0","1.0","1","1","0","0","1","2.09","4.11","7.75","7.62","0.0","0.0","999.0","sa3006131"
"Jeremiah Burke","White Sox","0","0","7.43","0","0","0","1.0","1","1","0","0","1","1.97","4.33","6.56","7.62","0.0","0.0","999.0","sa3010143"
"Wellington Caceres","","0","0","7.66","0","0","0","1.0","1","1","0","0","1","2.03","4.31","7.04","7.62","0.0","0.0","999.0","sa916964"
"Justin Martinez","Diamondbacks","0","0","7.60","0","0","0","1.0","1","1","0","1","1","2.17","4.93","8.84","7.62","0.0","0.0","999.0","sa3005864"
"Abel Moya","Dodgers","0","0","7.48","0","0","0","1.0","1","1","0","0","1","2.03","4.28","7.27","7.63","0.0","0.0","999.0","sa3007603"
"Steven Perez","Indians","0","0","7.41","0","0","0","1.0","1","1","0","0","1","2.06","4.46","7.71","7.63","0.0","0.0","999.0","sa3008362"
"Junior Mieses","Diamondbacks","0","0","7.60","0","0","0","1.0","1","1","0","1","1","2.16","5.17","8.90","7.63","0.0","0.0","999.0","sa3005258"
"Junior Santos","Mets","0","0","7.47","0","0","0","1.0","1","1","0","0","1","1.99","4.44","7.00","7.63","0.0","0.0","999.0","sa3005470"
"Danny Chang","Mariners","0","0","7.21","0","0","0","1.0","1","1","0","1","1","2.07","4.95","8.30","7.63","0.0","0.0","999.0","sa3009989"
